repo	file	category	confidence	methods
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/Tokenizer.java	Static analysis detectors	medium	BitSet(); get(int); set(int); set(from,to)
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/ba/AbstractDominatorsAnalysis.java	Dataflow / liveness	high	BitSet(); get(int); set(int); clear(); and(); or(); equals()
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/ba/AnalysisContext.java	Dataflow / liveness	high	BitSet(); get(int); set(int,bool)
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/ba/AssertionMethods.java	Dataflow / liveness	high	BitSet(); get(int); set(int)
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/ba/BasicBlock.java	Dataflow / liveness	high	BitSet(); get(int); set(int)
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/ba/BetterCFGBuilder2.java	Dataflow / liveness	high	BitSet(); get(int); set(int)
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/ba/CFG.java	Dataflow / liveness	high	get(int)
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/ba/ClassContext.java	Dataflow / liveness	high	BitSet(); get(int); set(int); set(from,to); and(); nextSetBit(); isEmpty()
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/ba/Frame.java	Dataflow / liveness	high	BitSet(); set(int)
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/ba/LiveLocalStoreAnalysis.java	Dataflow / liveness	high	BitSet(); get(int); set(int); clear(); clear(int); or(); nextSetBit(); equals()
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/ba/LiveLocalStoreDataflow.java	Dataflow / liveness	high	
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/ba/LockChecker.java	Dataflow / liveness	high	get(int)
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/ba/PruneUnconditionalExceptionThrowerEdges.java	Dataflow / liveness	high	BitSet(); set(int)
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/ba/bcp/PatternMatcher.java	Dataflow / liveness	high	BitSet(); get(int); set(int,bool)
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/ba/deref/UnconditionalValueDerefSet.java	Dataflow / liveness	high	BitSet(); get(int); set(int); clear(); clear(int); and(); or(); isEmpty(); equals()
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/ba/interproc/ParameterProperty.java	Dataflow / liveness	high	BitSet(); get(int); set(from,to)
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/ba/npe/DerefFinder.java	Dataflow / liveness	high	and(); nextSetBit(); isEmpty()
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/ba/npe/IsNullValueAnalysis.java	Dataflow / liveness	high	BitSet(); get(int); set(int)
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/ba/npe/NullDerefAndRedundantComparisonFinder.java	Dataflow / liveness	high	BitSet(); get(int); set(int); clear(int); or()
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/ba/npe/UsagesRequiringNonNullValues.java	Dataflow / liveness	high	get(int)
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/ba/type/ExceptionSet.java	Dataflow / liveness	high	BitSet(); get(int); set(int); clear(); clear(int); or(); equals(); hashCode()
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/ba/type/TypeFrame.java	Dataflow / liveness	high	BitSet(); get(int); set(from,to); clear(); clear(int); or()
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/ba/type/TypeFrameModelingVisitor.java	Dataflow / liveness	high	BitSet(); get(int); set(int)
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/ba/vna/LoadedFieldSet.java	Dataflow / liveness	high	BitSet(); get(int); set(int)
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/ba/vna/MergeTree.java	Dataflow / liveness	high	BitSet(); get(int); set(int); or(); nextSetBit()
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/classfile/engine/ClassParserUsingASM.java	Static analysis detectors	medium	BitSet(); set(int)
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/classfile/engine/bcel/FinallyDuplicatesInfoFactory.java	Static analysis detectors	medium	BitSet(); get(int); set(int); clear(int); nextSetBit(); isEmpty(); size(); toString()
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/classfile/engine/bcel/LoadedFieldSetFactory.java	Static analysis detectors	medium	BitSet(); get(int); set(int)
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/classfile/engine/bcel/NonImplicitExceptionDominatorsAnalysisFactory.java	Static analysis detectors	medium	
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/classfile/engine/bcel/NonImplicitExceptionPostDominatorsAnalysisFactory.java	Static analysis detectors	medium	
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/classfile/engine/bcel/ValueRangeAnalysisFactory.java	Static analysis detectors	high	BitSet(); get(int); set(int); set(from,to); or(); isEmpty()
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/BuildUnconditionalParamDerefDatabase.java	Static analysis detectors	high	BitSet(); set(int); isEmpty()
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/DontIgnoreResultOfPutIfAbsent.java	Static analysis detectors	high	get(int); equals()
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/FindBadCast2.java	Static analysis detectors	high	get(int)
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/FindBugsSummaryStats.java	Static analysis detectors	high	BitSet(int); set(int); clear(); cardinality()
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/FindDeadLocalStores.java	Static analysis detectors	high	BitSet(); get(int); set(int)
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/FindJSR166LockMonitorenter.java	Static analysis detectors	high	get(int)
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/FindLocalSelfAssignment2.java	Static analysis detectors	high	BitSet(); get(int); set(int); clear()
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/FindMismatchedWaitOrNotify.java	Static analysis detectors	high	get(int)
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/FindNonSerializableStoreIntoSession.java	Static analysis detectors	high	get(int)
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/FindNonSerializableValuePassedToWriteObject.java	Static analysis detectors	high	get(int)
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/FindNullDeref.java	Static analysis detectors	high	BitSet(); get(int); set(int); clear(int); and(); or(); nextSetBit(); isEmpty(); clone()
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/FindOpenStream.java	Static analysis detectors	high	get(int)
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/FindRefComparison.java	Static analysis detectors	high	BitSet(); set(int); or(); intersects()
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/FindSelfComparison.java	Static analysis detectors	high	get(int)
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/FindSelfComparison2.java	Static analysis detectors	high	get(int)
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/FindSleepWithLockHeld.java	Static analysis detectors	high	get(int)
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/FindUnrelatedTypesInGenericContainer.java	Static analysis detectors	high	get(int)
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/FindUnreleasedLock.java	Static analysis detectors	high	get(int)
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/FindUseOfNonSerializableValue.java	Static analysis detectors	high	get(int)
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/FindUselessObjects.java	Static analysis detectors	high	BitSet(); get(int); set(int); nextSetBit()
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/InfiniteLoop.java	Static analysis detectors	high	BitSet(); set(int); clear(); nextSetBit()
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/LazyInit.java	Static analysis detectors	high	BitSet(); get(int); set(int); clear(); and()
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/LoadOfKnownNullValue.java	Static analysis detectors	high	BitSet(); get(int); set(int); cardinality()
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/MethodReturnCheck.java	Static analysis detectors	high	BitSet(); get(int); set(int)
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/MethodReturnValueStreamFactory.java	Static analysis detectors	high	BitSet(); get(int); set(int)
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/NoiseNullDeref.java	Static analysis detectors	high	BitSet(); get(int); set(int)
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/RuntimeExceptionCapture.java	Static analysis detectors	high	get(int)
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/SuspiciousThreadInterrupted.java	Static analysis detectors	high	BitSet(); get(int); set(int)
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/SwitchFallthrough.java	Static analysis detectors	high	BitSet(); get(int); set(int); clear(); clear(int); and(); or(); nextSetBit(); cardinality(); clone()
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/props/WarningPropertyUtil.java	Static analysis detectors	medium	BitSet(); get(int); set(int)
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/xml/MetaCharacterMap.java	Static analysis detectors	medium	BitSet(); get(int); set(int)
spring-framework	spring-core/src/main/java/org/springframework/cglib/core/EmitUtils.java	Flag / feature storage	medium	BitSet(); get(int); set(int)
spring-framework	spring-core/src/main/java/org/springframework/util/MimeType.java	Flag / feature storage	medium	BitSet(int); get(int); set(int); set(from,to); andNot()
